0,1,2
0.0,-0.0849093422293663,1.0
1.0,-0.14817343652248383,1.0
2.0,-0.19075879454612732,1.0
3.0,0.19374333322048187,1.0
4.0,0.19218070805072784,1.0
5.0,0.07363130152225494,1.0
6.0,-0.03684573993086815,1.0
7.0,0.13792286813259125,1.0
18.0,-0.0191847812384367,1.0
19.0,0.037625160068273544,1.0
20.0,0.07333838939666748,1.0
21.0,-0.14875078201293945,1.0
22.0,0.08587738871574402,1.0
23.0,0.0410718098282814,1.0
24.0,-0.022790079936385155,1.0
25.0,0.011797039769589901,1.0
26.0,0.13757042586803436,1.0
27.0,0.1851842701435089,1.0
28.0,0.00458563631400466,1.0
29.0,-0.11600805819034576,1.0
30.0,0.1826416701078415,1.0
42.0,-0.11075430363416672,1.0
43.0,0.17607006430625916,1.0
44.0,0.09110619872808456,1.0
45.0,-0.10045713186264038,1.0
46.0,-0.13500696420669556,1.0
47.0,0.07055515050888062,1.0
48.0,0.11378391087055206,1.0
49.0,-0.05634346604347229,1.0
50.0,-0.0056463791988790035,1.0
51.0,-0.09858859330415726,1.0
52.0,-0.10643938928842545,1.0
53.0,0.059767674654722214,1.0
54.0,0.11420746892690659,1.0
55.0,-0.08430752903223038,1.0
65.0,0.09367803484201431,1.0
66.0,0.17659114301204681,1.0
67.0,0.05140923336148262,1.0
68.0,0.009524744935333729,1.0
69.0,-0.1938478797674179,1.0
70.0,0.14686642587184906,1.0
71.0,-0.006696139927953482,1.0
72.0,-0.13703881204128265,1.0
73.0,0.11188527196645737,1.0
74.0,-0.10944219678640366,1.0
75.0,-0.08003595471382141,1.0
76.0,0.0796889215707779,1.0
77.0,-0.005106150172650814,1.0
90.0,0.05695583298802376,1.0
91.0,0.06769724935293198,1.0
92.0,0.14844124019145966,1.0
93.0,0.1580127328634262,1.0
94.0,-0.06835100054740906,1.0
95.0,0.009557404555380344,1.0
96.0,-0.11252899467945099,1.0
97.0,-0.07979214936494827,1.0
98.0,0.009359403513371944,1.0
99.0,0.012089884839951992,1.0
100.0,0.013778193853795528,1.0
101.0,0.16085182130336761,1.0
102.0,-0.08970647305250168,1.0
103.0,0.07652009278535843,1.0
115.0,-0.05366656184196472,1.0
116.0,-0.04980171099305153,1.0
117.0,0.08534498512744904,1.0
118.0,0.19187958538532257,1.0
119.0,0.04098063334822655,1.0
120.0,-0.13582515716552734,1.0
121.0,0.16271935403347015,1.0
122.0,-0.08088990300893784,1.0
123.0,0.1769348382949829,1.0
124.0,0.019331304356455803,1.0
125.0,0.030837783589959145,1.0
126.0,-0.014981808140873909,1.0
127.0,-0.14865657687187195,1.0
128.0,0.06255454570055008,1.0
129.0,-0.022378627210855484,1.0
136.0,0.09957834333181381,1.0
137.0,0.0013700331328436732,1.0
138.0,-0.08820284157991409,1.0
139.0,-0.0010419230675324798,1.0
140.0,0.06268595904111862,1.0
141.0,-0.14464297890663147,1.0
142.0,0.17069151997566223,1.0
143.0,0.08680829405784607,1.0
144.0,0.019943198189139366,1.0
145.0,-0.13795168697834015,1.0
146.0,0.11381573975086212,1.0
147.0,-0.07821100205183029,1.0
148.0,-0.11781716346740723,1.0
149.0,-0.04292162507772446,1.0
150.0,0.17045311629772186,1.0
151.0,0.047049637883901596,1.0
152.0,-0.00856082420796156,1.0
162.0,0.17446665465831757,1.0
163.0,0.03261829540133476,1.0
164.0,0.03425731882452965,1.0
165.0,-0.1466044932603836,1.0
10.0,-0.06313938647508621,2.0
11.0,0.13211369514465332,2.0
12.0,0.002264629350975156,2.0
13.0,-0.13480998575687408,2.0
14.0,-0.17847521603107452,2.0
15.0,-0.16268599033355713,2.0
33.0,0.17785149812698364,2.0
34.0,0.02726062946021557,2.0
35.0,-0.09821286052465439,2.0
36.0,0.13563968241214752,2.0
37.0,-0.04447289556264877,2.0
38.0,0.06295709311962128,2.0
39.0,-0.17107319831848145,2.0
40.0,-0.18706952035427094,2.0
57.0,0.08168534934520721,2.0
58.0,0.0627826377749443,2.0
59.0,-0.034992460161447525,2.0
60.0,-0.18656432628631592,2.0
61.0,0.17515142261981964,2.0
62.0,-0.17155484855175018,2.0
80.0,-0.1857907623052597,2.0
81.0,0.008512718603014946,2.0
82.0,0.026290757581591606,2.0
83.0,0.14536893367767334,2.0
84.0,-0.1341332048177719,2.0
85.0,0.06499751657247543,2.0
86.0,-0.003003571182489395,2.0
87.0,0.0886693224310875,2.0
105.0,0.14919014275074005,2.0
106.0,-0.08009758591651917,2.0
107.0,-0.13257907330989838,2.0
108.0,0.008847324177622795,2.0
109.0,-0.042324189096689224,2.0
110.0,0.06937729567289352,2.0
111.0,0.06561669707298279,2.0
112.0,-0.18018977344036102,2.0
113.0,-0.12425525486469269,2.0
8.0,-0.05,3.0
9.0,-0.05,3.0
16.0,-0.05,3.0
17.0,-0.05,3.0
31.0,-0.05,3.0
32.0,-0.05,3.0
41.0,-0.05,3.0
56.0,-0.05,3.0
63.0,-0.05,3.0
64.0,-0.05,3.0
78.0,-0.05,3.0
79.0,-0.05,3.0
88.0,-0.05,3.0
89.0,-0.05,3.0
104.0,-0.05,3.0
114.0,-0.05,3.0
130.0,-0.05,3.0
135.0,-0.05,3.0
153.0,-0.05,3.0
154.0,-0.05,3.0
161.0,-0.05,3.0
