0,1,2
123.0,0.34099286794662476,0.11210805888917941
124.0,0.5143890380859375,0.1615779279212355
125.0,0.5333337187767029,0.2541766208081202
126.0,0.5635547637939453,0.3133761124509208
127.0,0.5488725900650024,0.5989833228917955
128.0,0.40318912267684937,0.7030628991303567
129.0,0.4644925892353058,0.7354433243746189
130.0,0.442561537027359,0.9691877459946471
131.0,0.392561537027359,0.7410549569899637
132.0,0.44539809226989746,0.6467020914470232
133.0,0.36247918009757996,0.6008657501043096
134.0,0.5062442421913147,0.5427916721286824
135.0,0.5848216414451599,0.6312521358621099
136.0,0.5348216414451599,0.519140563171282
137.0,0.6324083805084229,0.3925330715342587
138.0,0.6337510347366333,0.301931287347345
139.0,0.5473122596740723,0.2504893717152426
140.0,0.546291172504425,0.16818907858403667
141.0,0.6077234148979187,0.216494941477886
142.0,0.46597328782081604,0.1290370085254149
143.0,0.6332509517669678,0.14617828807673686
144.0,0.7183231115341187,0.12479723770329322
145.0,0.7378674745559692,0.02236092189523525
146.0,0.6026748418807983,0.08981860874495494
147.0,0.7142142653465271,0.13886282933958594
148.0,0.6375674605369568,0.20960114360266102
149.0,0.5221066474914551,0.3672466138792883
150.0,0.4800434708595276,0.407899005829187
151.0,0.6470875144004822,0.6050190168352386
152.0,0.693196177482605,0.6630311204563962
153.0,0.6848065853118896,0.7097633631747706
154.0,0.6348065853118896,0.9749617783964557
155.0,0.5848065853118896,0.7601326075976862
156.0,0.4611881375312805,0.6369431966450182
157.0,0.389795184135437,0.6282127427153185
158.0,0.2091273069381714,0.590950867730224
159.0,0.26652026176452637,0.6601227646553048
160.0,0.34727615118026733,0.5850759178676274
161.0,0.17012125253677368,0.43978160592325805
162.0,0.12012125253677368,0.2974173708046527
163.0,0.29109859466552734,0.23452086173597886
164.0,0.32306453585624695,0.2406300644075329
165.0,0.3566367030143738,0.20324574411228014
166.0,0.21296429634094238,0.1931292381689284
