0,1,2
0.0,0.8,0.14545562544616908
1.0,0.7167888879776001,0.0
2.0,0.5715789198875427,0.08888629395987274
3.0,0.3846352994441986,0.08671349163550118
4.0,0.5745037794113159,0.2263599406655548
5.0,0.7628408670425415,0.3662674201625882
6.0,0.8349995613098145,0.3646819048930003
7.0,0.7988907098770142,0.575105859613389
8.0,0.9340550899505615,0.5724820677845657
9.0,0.8840550899505615,0.7300628080612792
10.0,0.8340550899505614,0.9468914765526442
11.0,0.7721784710884094,0.8137693285487548
12.0,0.9016498923301697,0.6351376102353414
13.0,0.9038692116737366,0.6543141392866342
14.0,0.7717554569244385,0.5670046330499594
15.0,0.5968497395515442,0.5795133219366497
16.0,0.4374174475669861,0.590150232316377
17.0,0.3874174475669861,0.4330493680219306
18.0,0.3374174475669861,0.3720638937883004
19.0,0.3186163604259491,0.20540340395287796
20.0,0.35548901557922363,0.18780487985564506
21.0,0.4273606538772583,0.23208576611084722
22.0,0.28158488869667053,0.16090371783089152
23.0,0.3657447397708893,0.12462360615291566
24.0,0.40599513053894043,0.12311413150510549
25.0,0.38366085290908813,0.004154879767148425
26.0,0.3952219486236572,0.09309902205986621
27.0,0.530040979385376,0.1611677748791733
28.0,0.711521565914154,0.21769678759481095
29.0,0.7160155177116394,0.3625073014348834
30.0,0.6023275852203369,0.40094267937099237
31.0,0.7813163995742798,0.5307843847902565
32.0,0.7313163995742797,0.6563687183713918
33.0,0.6813163995742797,0.7066379600700026
34.0,0.8556108474731445,0.9080582010607416
35.0,0.8823262453079224,0.742274756082419
36.0,0.786077618598938,0.6927653071576604
37.0,0.919004499912262,0.5767263149101844
38.0,0.8754210472106934,0.5671831738815638
39.0,0.9371190071105957,0.5876348705240979
40.0,0.7694672346115112,0.5756274017570596
41.0,0.5861390829086304,0.3635090163120548
42.0,0.5361390829086303,0.33000439866702247
43.0,0.42759984731674194,0.24069854336148472
44.0,0.6001484990119934,0.24815718340676088
45.0,0.6894325613975525,0.2714073709288245
46.0,0.590984582901001,0.09170219417025989
47.0,0.4586777687072754,0.1807356319344992
48.0,0.5278218388557434,0.13415762091469613
49.0,0.6393300890922546,0.04811361519903932
50.0,0.5841134786605835,0.07950826576201173
51.0,0.5785800218582153,0.11149252125055317
52.0,0.481963187456131,0.21252419313447898
53.0,0.3776525855064392,0.2512341355161829
54.0,0.43622490763664246,0.4031712225556472
55.0,0.5481482148170471,0.6050045839131682
56.0,0.465526819229126,0.599147320956677
57.0,0.415526819229126,0.6984302595799009
58.0,0.49557846784591675,1.0
59.0,0.5571054816246033,0.7448518266933669
60.0,0.5228128433227539,0.6615428991565946
61.0,0.33997979760169983,0.5834318042073369
62.0,0.5116282105445862,0.5731479099387521
63.0,0.3435044586658478,0.5825247528217524
64.0,0.2935044586658478,0.5928023824366645
65.0,0.2435044586658478,0.4543317283966291
66.0,0.3353089392185211,0.29876309414429225
67.0,0.5083682537078857,0.26391572070591646
68.0,0.5587493181228638,0.202215729710018
69.0,0.5680835843086243,0.16832248905526712
70.0,0.37811267375946045,0.16660722309003242
71.0,0.5220417976379395,0.10665854239397923
72.0,0.515479564666748,0.09508245955170451
73.0,0.381181538105011,0.0603643036742782
74.0,0.49082911014556885,0.10492308355119119
75.0,0.3835757374763489,0.14313191413225138
76.0,0.30514049530029297,0.2700275286855422
77.0,0.3832356333732605,0.27548512648488843
78.0,0.37823161482810974,0.4215100410644145
79.0,0.32823161482810975,0.5878865938094966
80.0,0.27823161482810976,0.6169148503534857
81.0,0.09615667164325714,0.695375744896321
82.0,0.10449913889169693,0.9852014007738991
83.0,0.1302640736103058,0.7724871636417963
84.0,0.2727256417274475,0.6328827529254679
85.0,0.141275092959404,0.5941571131475487
86.0,0.20497265458106995,0.5549936565087168
87.0,0.20202915370464325,0.5415973552717115
88.0,0.28892508149147034,0.5546854011462684
89.0,0.23892508149147035,0.41313827762970573
90.0,0.18892508149147036,0.3588694547181313
91.0,0.2447417974472046,0.22613248324518195
92.0,0.3110851049423218,0.23951495727324204
93.0,0.4565575122833252,0.24249834691632086
94.0,0.6114100217819214,0.17354043916412284
95.0,0.5444260239601135,0.15427973729783412
96.0,0.5537922978401184,0.15253130661056477
97.0,0.4435138702392578,0.026780228445338356
98.0,0.36531755328178406,0.019846647366541657
99.0,0.37448978424072266,0.15482965466655235
100.0,0.38633787631988525,0.2412492627587935
101.0,0.39984050393104553,0.31750832085652675
102.0,0.5574753284454346,0.3892584933307087
103.0,0.46956297755241394,0.5752118629287251
104.0,0.5445526838302612,0.6602857388994141
105.0,0.49455268383026124,0.7132560167625196
106.0,0.6407589912414551,0.9955299913532096
107.0,0.5622633695602417,0.7047042538744394
108.0,0.43233585357666016,0.6554835869594737
109.0,0.44100624322891235,0.5509261594645383
110.0,0.39952853322029114,0.5579211611147755
111.0,0.46751827001571655,0.5817275883885106
112.0,0.5318226218223572,0.49480504292189553
113.0,0.35523664951324463,0.4569583476755224
114.0,0.2334665060043335,0.32212305281976616
115.0,0.1834665060043335,0.2966781917303705
116.0,0.13087327778339386,0.20394672836141242
117.0,0.08206760138273239,0.21939033848556644
118.0,0.16570568084716797,0.16340282241851867
119.0,0.3537476658821106,0.20494841194349803
120.0,0.39390867948532104,0.14062721730198507
121.0,0.26080000400543213,0.04480653589256092
122.0,0.42026495933532715,0.07037275398498546
